model_id,tag,inputs,output,options,bip_units,bip_price_usd,notes,description
fal-ai/wan-vace-14b/pose,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,"VACE is a video generation model that uses a source image, mask, and video to create prompted videos with controllable sources."
fal-ai/wan-vace-14b/reframe,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,"VACE is a video generation model that uses a source image, mask, and video to create prompted videos with controllable sources."
fal-ai/wan-vace-apps/video-edit,video-to-video,video,video,"480p
580p
720p",output seconds,"0.05
0.075
0.1",16 fps,Edit videos using plain language and Wan VACE
fal-ai/wan/v2.2-14b/animate/move,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,Wan-Animate is a video model that generates high-fidelity character videos by replicating the expressions and movements of characters from reference videos.
fal-ai/wan/v2.2-14b/animate/replace,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,"Wan-Animate Replace is a model that can integrate animated characters into reference videos, replacing the original character while preserving the scene’s lighting and color tone for seamless environmental integration."
fal-ai/wan/v2.2-14b/speech-to-video,audio-to-video,audio,video,"480p
580p
720p",output seconds,"0.1
0.15
0.2",16 fps,"Wan-S2V is a video model that generates high-quality videos from static images and audio, with realistic facial expressions, body movements, and professional camera work for film and television applications"
fal-ai/wan/v2.2-5b/image-to-video,image-to-video,image,video,,run,0.15,,Wan 2.2's 5B model produces up to 5 seconds of video 720p at 24FPS with fluid motion and powerful prompt understanding
fal-ai/wan/v2.2-5b/text-to-image,text-to-image,text,image,,run,0.016,,"Wan 2.2's 5B model generates high-resolution, photorealistic images with powerful prompt understanding and fine-grained visual detail"
fal-ai/wan/v2.2-5b/text-to-video,text-to-video,text,video,,run,0.15,,Wan 2.2's 5B model produces up to 5 seconds of video 720p at 24FPS with fluid motion and powerful prompt understanding
fal-ai/wan/v2.2-5b/text-to-video/distill,text-to-video,text,video,,run,0.08,,Wan 2.2's 5B distill model produces up to 5 seconds of video 720p at 24FPS with fluid motion and powerful prompt understanding
fal-ai/wan/v2.2-5b/text-to-video/fast-wan,text-to-video,text,video,"480p
580p
720p",run,"0.0125
0.01875
0.025",,Wan 2.2's 5B FastVideo model produces up to 5 seconds of video 720p at 24FPS with fluid motion and powerful prompt understanding
fal-ai/wan/v2.2-a14b/image-to-image,image-to-image,image,image,,run,0.05,,"Wan 2.2's 14B model edit high-resolution, photorealistic images with powerful prompt understanding and fine-grained visual detail"
fal-ai/wan/v2.2-a14b/image-to-video,image-to-video,image,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,fal-ai/wan/v2.2-A14B/image-to-video
fal-ai/wan/v2.2-a14b/image-to-video/lora,image-to-video,image,video,,output seconds,0.1,,Wan-2.2 image-to-video is a video model that generates high-quality videos with high visual quality and motion diversity from text prompts and images. This endpoint supports LoRAs made for Wan 2.2
fal-ai/wan/v2.2-a14b/image-to-video/turbo,image-to-video,image,video,"480p
580p
720p",run,"0.05
0.075
0.1",,Wan-2.2 Turbo image-to-video is a video model that generates high-quality videos with high visual quality and motion diversity from text prompts.
fal-ai/wan/v2.2-a14b/text-to-image,text-to-image,text,image,,run,0.025,,"Wan 2.2's 14B model generates high-resolution, photorealistic images with powerful prompt understanding and fine-grained visual detail"
fal-ai/wan/v2.2-a14b/text-to-image/lora,text-to-image,text,image,,run,0.05,,"Wan 2.2's 14B model with LoRA support generates high-fidelity images with enhanced prompt alignment, style adaptability."
fal-ai/wan/v2.2-a14b/text-to-video,text-to-video,text,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,Wan-2.2 text-to-video is a video model that generates high-quality videos with high visual quality and motion diversity from text prompts.
fal-ai/wan/v2.2-a14b/text-to-video/lora,text-to-video,text,video,,output seconds,0.1,,Wan-2.2 text-to-video is a video model that generates high-quality videos with high visual quality and motion diversity from text prompts. This endpoint supports LoRAs made for Wan 2.2.
fal-ai/wan/v2.2-a14b/text-to-video/turbo,text-to-video,text,video,"480p
580p
720p",run,"0.05
0.075
0.1",,Wan-2.2 turbo text-to-video is a video model that generates high-quality videos with high visual quality and motion diversity from text prompts.
fal-ai/wan/v2.2-a14b/video-to-video,video-to-video,video,video,"480p
580p
720p",output seconds,"0.04
0.06
0.08",16 fps,Wan-2.2 video-to-video is a video model that generates high-quality videos with high visual quality and motion diversity from text prompts and source videos.
fal-ai/whisper,speech-to-text,audio,text,,compute seconds,0.00125,,Whisper is a model for speech transcription and translation.
fal-ai/wizper,speech-to-text,audio,text,,compute seconds,0.00125,,"[Experimental] Whisper v3 Large -- but optimized by our inference wizards. Same WER, double the performance!"
fal-ai/x-ailab/nsfw,vision,image,json,,run,0.001,,Predict whether an image is NSFW or SFW.
fal-ai/yue,text-to-audio,text,audio,,output seconds,0.05,,"YuE is a groundbreaking series of open-source foundation models designed for music generation, specifically for transforming lyrics into full songs."
fal-ai/zonos,text-to-audio,text,audio,,run,0.05,,Clone voice of any person and speak anything in their voice using zonos' voice cloning.
mirelo-ai/sfx-v1/video-to-audio,video-to-audio,video,audio,,output seconds,0.007,,"Generate synced sounds for any video, and return the new sound track (like MMAudio)"
mirelo-ai/sfx-v1/video-to-video,video-to-video,video,video,,output seconds,0.007,,"Generate synced sounds for any video, and return it with its new sound track (like MMAudio)"
moonvalley/marey/i2v,image-to-video,image,video,,output seconds,0.3,,"Generate a video starting from an image as the first frame with Marey, a generative video model trained exclusively on fully licensed data."
moonvalley/marey/motion-transfer,video-to-video,video,video,,run,2,,Pull motion from a reference video and apply it to new subjects or scenes.
moonvalley/marey/pose-transfer,video-to-video,video,video,,run,2,,"Ideal for matching human movement. Your input video determines human poses, gestures, and body movements that will appear in the generated video."
moonvalley/marey/t2v,text-to-video,text,video,,output seconds,1.5,,"Generate a video from a text prompt with Marey, a generative video model trained exclusively on fully licensed data."
perceptron/isaac-01,vision,image,text,,output mega tokens,0.26,,Isaac-01 is a multimodal vision-language model from Perceptron for various vision language tasks.
resemble-ai/chatterboxhd/speech-to-speech,speech-to-speech,audio,audio,,output minutes,0.02,,"Transform voices using Resemble AI's Chatterbox. Convert audio to new voices or your own samples, with expressive results and built-in perceptual watermarking."
resemble-ai/chatterboxhd/text-to-speech,text-to-speech,text,audio,,input kilo tokens,0.04,,"Generate expressive, natural speech with Resemble AI's Chatterbox. Features unique emotion control, instant voice cloning from short audio, and built-in watermarking."
rundiffusion-fal/juggernaut-flux-lora,text-to-image,text,image,,output mega pixels,0.045,,"Juggernaut Base Flux LoRA by RunDiffusion is a drop-in replacement for Flux [Dev] that delivers sharper details, richer colors, and enhanced realism to all your LoRAs and LyCORIS with full compatibility."
rundiffusion-fal/juggernaut-flux-lora/inpainting,image-to-image,image,image,,mega pixels,0.045,,"Juggernaut Base Flux LoRA Inpainting by RunDiffusion is a drop-in replacement for Flux [Dev] inpainting that delivers sharper details, richer colors, and enhanced realism to all your LoRAs and LyCORIS with full compatibility."
rundiffusion-fal/juggernaut-flux/base,text-to-image,text,image,,output mega pixels,0.035,,"Juggernaut Base Flux by RunDiffusion is a drop-in replacement for Flux [Dev] that delivers sharper details, richer colors, and enhanced realism, while instantly boosting LoRAs and LyCORIS with full compatibility."
rundiffusion-fal/juggernaut-flux/base/image-to-image,image-to-image,image,image,,mega pixels,0.035,,"Juggernaut Base Flux by RunDiffusion is a drop-in replacement for Flux [Dev] that delivers sharper details, richer colors, and enhanced realism, while instantly boosting LoRAs and LyCORIS with full compatibility."
rundiffusion-fal/juggernaut-flux/lightning,text-to-image,text,image,,output mega pixels,0.006,,"Juggernaut Lightning Flux by RunDiffusion provides blazing-fast, high-quality images rendered at five times the speed of Flux. Perfect for mood boards and mass ideation, this model excels in both realism and prompt adherence."
rundiffusion-fal/juggernaut-flux/pro,text-to-image,text,image,,output mega pixels,0.055,,"Juggernaut Pro Flux by RunDiffusion is the flagship Juggernaut model rivaling some of the most advanced image models available, often surpassing them in realism. It combines Juggernaut Base with RunDiffusion Photo and features enhancements like reduced background blurriness."
rundiffusion-fal/juggernaut-flux/pro/image-to-image,image-to-image,image,image,,mega pixels,0.055,,"Juggernaut Pro Flux by RunDiffusion is the flagship Juggernaut model rivaling some of the most advanced image models available, often surpassing them in realism. It combines Juggernaut Base with RunDiffusion Photo and features enhancements like reduced background blurriness."
rundiffusion-fal/rundiffusion-photo-flux,text-to-image,text,image,,output mega pixels,0.045,,"RunDiffusion Photo Flux provides insane realism. With this enhancer, textures and skin details burst to life, turning your favorite prompts into vivid, lifelike creations. Recommended to keep it at 0.65 to 0.80 weight. Supports resolutions up to 1536x1536."
smoretalk-ai/rembg-enhance,image-to-image,image,image,,run,0.006,,"Rembg-enhance is optimized for 2D vector images, 3D graphics, and photos by leveraging matting technology."
sonauto/v2/extend,audio-to-audio,audio,audio,,run,0.075,,Extend an existing song
sonauto/v2/inpaint,text-to-audio,text,audio,,run,0.075,,Replace sections of an existing audio with newly generated content
sonauto/v2/text-to-music,text-to-audio,text,audio,,run,0.075,,Create full songs in any style
tripo3d/tripo/v2.5/image-to-3d,image-to-3d,image,3d,"no textures
standard textures
hd textures
no textures + style
standard textures + style
hd textures + style
no textures + quads
standard textures + quads
hd textures + quads
no textures + style + quads
standard textures + style + quads
hd textures + style + quads",run,"0.2
0.3
0.4
0.5
0.25
0.35
0.45
0.55
0.25
0.35
0.45
0.55
0.3
0.4
0.5
0.6",extra options*,State of the art Image to 3D Object generation. Generate 3D model from a single image!
tripo3d/tripo/v2.5/multiview-to-3d,image-to-3d,image,3d,"no textures
standard textures
hd textures
no textures + style
standard textures + style
hd textures + style
no textures + quads
standard textures + quads
hd textures + quads
no textures + style + quads
standard textures + style + quads
hd textures + style + quads",run,"0.2
0.3
0.4
0.5
0.25
0.35
0.45
0.55
0.25
0.35
0.45
0.55
0.3
0.4
0.5
0.6",,State of the art Multiview to 3D Object generation. Generate 3D models from multiple images!
veed/avatars/audio-to-video,audio-to-video,audio,video,,output minutes,0.3,,Generate high-quality videos with UGC-like avatars from audio
veed/avatars/text-to-video,text-to-video,text,video,,output minutes,0.35,,Generate high-quality videos with UGC-like avatars from text
veed/fabric-1.0,image-to-video,image,video,"480p
720p",output seconds,"0.08
0.15",,VEED Fabric 1.0 is an image-to-video API that turns any image into a talking video
veed/fabric-1.0/fast,image-to-video,image,video,"480p
720p",output seconds,"0.1
0.15",,VEED Fabric 1.0 is an image-to-video API that turns any image into a talking video
veed/lipsync,video-to-video,audio,video,,output minutes,0.4,,Generate realistic lipsync from any audio using VEED's latest model
